ne_id,division
A3007-4A51-01,大同區
A3570-4A51-01,北投區
A4062-4A51-01,北投區
A2823-4A51-01,大同區
A1699-4A51-01,大同區
A2657-4A51-01,萬華區
A3310-4A51-01,大同區
A4129-4A53-01,中正區
A3373-4A51-01,中山區
A4061-4A51-01,北投區
A2290-4A51-01,中山區
A2864-4A51-01,士林區
A3417-4A51-01,士林區
A3418-4A51-01,士林區
A2872-4A51-01,士林區
A2873-4A51-01,士林區
A4669-4A51-01,北投區
A3565-4A51-01,士林區
A3357-4A53-01,士林區
A4193-4A51-01,北投區
A4793-4A51-01,萬華區
A4025-4A51-01,北投區
A2447-4A22-51,內湖區
A3517-4A21-53,內湖區
A3517-4A21-54,內湖區
A1875-4A22-51,內湖區
A4693-4A21-51,大安區
A3661-4A51-01,南港區
A5267-4A22-51,松山區
A3901-4A21-51,文山區
A0635-4A21-51,大安區
A0062-4A51-01,大同區
A4718-4A51-01,南港區
A4724-4A51-01,信義區
A3676-4A51-01,北投區
A4725-4A51-01,信義區
A4729-4A21-51,內湖區
A4729-4A21-52,內湖區
A4729-4A21-53,內湖區
A4729-4A21-54,內湖區
A4049-4A51-01,大安區
A3428-4A51-01,大同區
A4216-4A51-01,文山區
A3674-4A22-51,內湖區
A4401-4A51-01,文山區
A4076-4A51-01,文山區
A2216-4A21-51,南港區
A3581-4A51-01,中正區
A3103-4A51-01,中正區
A2802-4A22-51,松山區
A3166-4A51-01,中正區
A4412-4A51-01,中正區
A5083-4A22-51,松山區
A5272-4A51-01,內湖區
A2028-4A21-51,中山區
A1467-4A21-51,大安區
A3400-4A51-01,萬華區
A4118-4A51-01,萬華區
A4714-4A22-51,中山區
A3505-4A51-01,文山區
NNH-4A21-65,內湖區
A2955-4A22-51,內湖區
A2607-4A51-01,信義區
A5562-4A51-01,南港區
A5426-4A21-51,大同區
A4746-4A22-51,大安區
A2532-4A21-51,內湖區
A0570-4A21-51,中山區
A5499-4A51-01,士林區
A4716-4A51-01,大安區
A5470-4A21-51,松山區
A4733-4A21-51,南港區
A4744-4A51-01,中山區
A3944-4A51-01,萬華區
A3821-4A51-01,大安區
A4755-4A51-01,內湖區
A0275-4A51-01,信義區
A0274-4A51-01,信義區
A4686-4A51-01,南港區
A0303-4A21-51,南港區
A0198-4A51-01,中山區
A2237-4A21-53,內湖區
A3625-4A51-01,松山區
A5264-4A51-01,大同區
A0037-4A22-51,內湖區
A0116-4A22-51,松山區
A4737-4A51-01,文山區
A3471-4A22-51,信義區
A1009-4A51-01,萬華區
A4785-4A21-51,松山區
A3337-4A22-51,大同區
A4769-4A22-51,松山區
A2676-4A51-01,中山區
A4736-4A51-01,文山區
A4767-4A22-51,大安區
A0396-4A53-01,內湖區
A0396-4A53-02,內湖區
A0396-4A53-06,內湖區
A0396-4A53-05,內湖區
A0396-4A53-03,內湖區
A0396-4A53-04,內湖區
A3340-4A51-01,萬華區
A2677-4A51-01,中正區
A4765-4A22-51,大安區
A4761-4A51-01,萬華區
A3250-4A21-51,中山區
A3416-4A51-01,信義區
A0939-4A51-01,中正區
A2590-4A21-51,大安區
A0754-4A51-01,中山區
A3702-4A51-01,中山區
A0830-4A21-51,中山區
A0518-4A21-52,大安區
A2599-4A22-51,中正區
A4830-4A51-01,文山區
A3149-4A22-51,中正區
A3963-4A21-51,大安區
A2583-4A21-51,士林區
A2609-4A21-51,信義區
A5537-4A22-51,中山區
A3592-4A53-01,大安區
A4789-4A51-01,內湖區
A4142-4A51-01,大安區
A5237-4A51-01,內湖區
A5431-4A22-51,松山區
A5581-4A22-51,信義區
A1686-4A22-51,中正區
A5467-4A22-51,中山區
A4799-4A22-51,中山區
A0483-4A21-52,大安區
A4803-4A51-01,內湖區
A4778-4A51-01,北投區
A3573-4A51-01,文山區
A3179-4A22-51,萬華區
A0007-4A21-51,松山區
A3251-4A21-51,北投區
A4754-4A51-01,中正區
A3724-4A22-51,大安區
A2594-4A22-51,文山區
A3252-4A22-51,大安區
A4794-4A51-01,大安區
A2578-4A21-51,士林區
A4800-4A51-01,中山區
A4805-4A21-51,南港區
A4782-4A51-01,大安區
A4813-4A21-51,信義區
A3169-4A22-51,文山區
A5491-4A51-01,南港區
A5610-4A21-51,中正區
A4222-4A21-51,中山區
A3141-4A22-51,信義區
A4772-4A51-01,文山區
A2602-4A22-51,大安區
A2591-4A22-51,大安區
A4819-4A51-01,內湖區
A0449-4A22-51,中山區
A4808-4A22-51,松山區
A5135-4A51-01,大安區
A5585-4A51-51,中山區
A0182-4A51-51,中山區
A2649-4A51-01,大安區
A0775-4A22-51,內湖區
A4852-4A21-51,內湖區
A4843-4A51-01,內湖區
A4853-4A51-01,中山區
A4829-4A51-01,文山區
A4832-4A22-51,內湖區
A4851-4A21-51,信義區
A4835-4A22-51,信義區
NNH-4A22-51,內湖區
A5503-4A51-01,松山區
A4850-4A22-51,內湖區
A4855-4A21-51,大安區
A5532-4A22-51,松山區
A4848-4A22-51,士林區
A2168-4A21-51,中正區
A5647-4A51-01,信義區
A4822-4A51-01,中山區
A4831-4A22-51,中山區
A4831-4A51-01,中山區
A4311-4A51-01,中山區
A1841-4A51-01,中山區
A4898-4A51-01,大同區
A5440-4A22-51,大安區
A5452-4A22-51,內湖區
A0381-4A21-51,信義區
A4701-4A53-01,內湖區
A3939-4A21-52,內湖區
A2695-4A22-51,大安區
A1198-4A22-51,信義區
A4927-4A51-01,中山區
A4842-4A21-51,南港區
A4924-4A51-01,南港區
A4925-4A51-01,南港區
A4702-4A53-01,內湖區
A0579-4A22-51,中山區
A4912-4A22-51,中山區
A3198-4A22-51,內湖區
A4923-4A51-01,南港區
A4916-4A21-51,南港區
A4903-4A21-51,內湖區
A1962-4A21-52,內湖區
A5369-4A22-51,士林區
A5314-4A51-01,北投區
A4908-4A51-01,內湖區
A0787-4A21-51,南港區
A4904-4A51-01,萬華區
A5439-4A22-51,內湖區
A3597-4A51-01,士林區
A1459-4A22-51,松山區
A2495-4A21-52,內湖區
A3733-4A22-51,松山區
A0326-4A22-51,南港區
A1407-4A21-51,南港區
A4935-4A21-51,北投區
A4907-4A51-01,北投區
A4816-4A51-01,北投區
A4885-4A51-01,士林區
A4627-4A51-01,信義區
A4891-4A51-01,文山區
A4945-4A51-01,士林區
A3998-4A22-51,信義區
A2948-4A51-01,信義區
A3881-4A22-51,大安區
A5576-4A21-51,松山區
A5576-4A21-52,北投區
A4814-4A22-51,信義區
A4899-4A22-51,中正區
A4929-4A53-01,內湖區
A4959-4A22-51,松山區
A4913-4A22-51,中正區
A4930-4A22-51,中山區
A4934-4A51-01,松山區
A4933-4A51-01,信義區
A4932-4A51-01,信義區
A0124-4A22-52,松山區
A0013-4A21-51,大同區
A4943-4A21-51,大安區
A4234-4A51-01,中山區
A3812-4A51-01,中山區
A4348-4A51-01,南港區
A0088-4A51-01,中山區
A4906-4A51-01,中山區
A4802-4A51-01,北投區
A2153-4A22-51,北投區
A4917-4A22-51,內湖區
A4922-4A22-51,信義區
A2174-4A22-51,南港區
A4947-4A21-51,內湖區
A4948-4A51-01,內湖區
A5584-4A22-51,大安區
A3197-4A22-51,中山區
A1669-4A21-51,內湖區
A1873-4A21-53,內湖區
A4960-4A51-01,中山區
A1728-4A21-51,松山區
A5428-4A22-51,中山區
A4939-4A22-51,信義區
A4942-4A22-51,信義區
A4978-4A51-01,中正區
A4972-4A51-01,大安區
A2356-4A21-51,士林區
A5108-4A22-51,內湖區
A4888-4A51-01,文山區
A5393-4A51-01,大同區
A1068-4A21-51,內湖區
A1038-4A22-51,內湖區
A0564-4A21-51,中山區
A4969-4A51-01,中山區
A4869-4A51-01,中正區
A0312-4A21-51,內湖區
A4919-4A22-51,北投區
A4967-4A51-01,中山區
A3636-4A22-51,大安區
A4977-4A22-51,信義區
A4975-4A51-01,大同區
A4964-4A22-51,北投區
A4962-4A51-01,松山區
A4989-4A22-51,士林區
A2231-4A51-01,大安區
A4640-4A51-01,大安區
A4992-4A51-01,北投區
A3005-4A51-01,大安區
A0280-4A21-52,中正區
A4949-4A21-51,北投區
A4979-4A51-01,中正區
A5671-4A21-51,內湖區
A4054-4A21-51,信義區
A4995-4A51-01,內湖區
A4893-4A51-01,信義區
A4829-4A53-01,文山區
A4988-4A21-51,中正區
A1066-4A21-51,內湖區
A4990-4A51-01,南港區
A4980-4A51-01,內湖區
A4714-4A51-01,中山區
A4849-4A51-01,大同區
A5004-4A22-51,信義區
A0866-4A21-51,信義區
A2421-4A21-52,內湖區
A5007-4A51-01,中山區
A4937-4A51-01,中山區
A4016-4A51-01,中山區
A4202-4A51-01,中山區
A5519-4A22-51,大安區
A5017-4A51-01,中正區
A5023-4A22-51,中山區
A4991-4A51-01,文山區
A0115-4A21-51,信義區
A5012-4A51-01,士林區
A4985-4A51-01,內湖區
A4881-4A51-01,士林區
A4996-4A21-51,內湖區
A4857-4A21-51,中山區
A0299-4A21-51,中山區
A5037-4A51-01,中正區
A0233-4A21-51,信義區
A4185-4A51-01,中山區
A5008-4A22-51,中山區
A5038-4A51-01,大同區
A0603-4A22-51,中正區
A5019-4A51-01,士林區
A2474-4A22-51,內湖區
A5045-4A51-01,中正區
A0554-4A22-51,內湖區
A0263-4A21-55,內湖區
A0263-4A21-56,內湖區
A2468-4A22-51,松山區
A4286-4A51-51,內湖區
A2098-4A22-51,內湖區
A1326-4A22-51,大安區
A2523-4A22-51,北投區
A5483-4A51-01,信義區
A4984-4A51-01,信義區
A5145-4A51-01,中山區
A2436-4A22-51,中正區
A0127-4A51-01,信義區
A5049-4A22-51,內湖區
A3284-4A22-51,大安區
A0556-4A21-55,大安區
A0156-4A22-51,中山區
A2424-4A22-51,內湖區
A2571-4A22-51,大安區
A3504-4A21-52,內湖區
A1592-4A21-51,內湖區
A5055-4A22-51,內湖區
A5402-4A22-51,內湖區
A1968-4A22-51,信義區
A5046-4A22-51,信義區
A0235-4A21-51,內湖區
A2229-4A22-51,中山區
A1711-4A22-51,中山區
A2003-4A22-51,中山區
A5187-4A51-01,北投區
A0488-4A51-01,內湖區
A0488-4A21-51,松山區
A5068-4A51-01,內湖區
A3329-4A22-51,北投區
A1899-4A51-51,中正區
A0484-4A21-51,內湖區
A5064-4A22-51,南港區
A1070-4A21-51,內湖區
A3800-4A22-51,內湖區
A0781-4A22-51,內湖區
A5082-4A51-01,松山區
A5353-4A21-51,大安區
A4328-4A21-51,士林區
A5020-4A51-01,士林區
A2152-4A22-51,大同區
A3496-4A22-51,中山區
A5090-4A51-01,大同區
A4334-4A51-01,中正區
A5075-4A51-01,中山區
A2700-4A21-51,內湖區
A5018-4A22-51,松山區
A0577-4A21-51,大安區
A5098-4A22-51,信義區
A5084-4A22-51,士林區
A5478-4A51-01,中正區
A5104-4A51-01,中正區
A5099-4A51-01,北投區
A5103-4A51-01,萬華區
A5062-4A51-01,中正區
A1056-4A21-51,內湖區
A0742-4A21-52,內湖區
A5450-4A22-51,內湖區
A0246-4A21-52,大安區
A5120-4A21-51,松山區
A5207-4A22-51,信義區
A5110-4A21-51,內湖區
A2135-4A21-51,內湖區
A4477-4A51-01,松山區
A5101-4A22-51,大安區
A0010-4A22-51,大安區
A0321-4A21-51,內湖區
A5060-4A51-01,大安區
A1782-4A21-51,北投區
A2551-4A21-51,士林區
A5128-4A22-51,中正區
A5092-4A51-01,萬華區
A3517-4A21-55,內湖區
A1894-4A21-51,內湖區
A5074-4A22-51,中山區
A0860-4A21-51,信義區
A0329-4A21-51,中山區
A5141-4A21-51,南港區
A5113-4A22-51,信義區
A5077-4A51-01,信義區
A5078-4A51-01,信義區
A5147-4A22-51,內湖區
A5156-4A22-51,大安區
A5418-4A51-01,中正區
A0396-4A21-51,內湖區
A1158-4A22-51,中山區
A5151-4A21-51,中正區
A5149-4A51-01,信義區
A5160-4A51-01,北投區
A1393-4A21-51,南港區
A5530-4A21-51,信義區
A5155-4A22-51,中正區
A5021-4A51-01,內湖區
A2838-4A22-51,中正區
A2561-4A22-51,松山區
A4588-4A21-51,內湖區
A5164-4A21-51,內湖區
A5165-4A51-01,內湖區
A5134-4A51-01,內湖區
A5368-4A51-01,北投區
NNH-4A21-69,內湖區
A5163-4A21-51,內湖區
A2529-4A22-51,信義區
A0569-4A51-51,內湖區
A5091-4A21-51,北投區
A5109-4A51-01,士林區
A5173-4A21-51,中山區
A5171-4A21-51,內湖區
A2024-4A21-51,松山區
A1331-4A21-51,松山區
A5118-4A21-51,南港區
A5117-4A21-51,南港區
A5117-4A22-51,南港區
A5180-4A51-01,中山區
A5174-4A51-01,南港區
A0611-4A21-51,南港區
A1795-4A21-51,大同區
A5041-4A21-51,大同區
A5124-4A51-01,信義區
A5168-4A21-51,內湖區
A5089-4A51-01,內湖區
A5639-4A22-51,中山區
A5161-4A22-51,松山區
A5175-4A51-01,內湖區
A5158-4A21-51,大安區
A1077-4A21-52,內湖區
A5136-4A51-01,大安區
A5186-4A22-51,內湖區
A5115-4A51-01,信義區
A5171-4A21-54,內湖區
A5171-4A21-55,內湖區
A5154-4A22-51,內湖區
A5184-4A21-51,萬華區
A3238-4A21-51,士林區
A5193-4A21-51,內湖區
A4107-4A21-51,松山區
A5624-4A22-51,中山區
A5178-4A51-01,內湖區
A5140-4A22-51,中山區
A5040-4A22-51,中山區
A5189-4A21-51,中山區
A5194-4A21-51,中山區
A5081-4A51-01,內湖區
A5061-4A51-01,文山區
A5025-4A51-01,士林區
A0937-4A21-51,內湖區
A0664-4A21-51,內湖區
A5198-4A22-51,大安區
A0574-4A21-51,大安區
A3478-4A21-51,中山區
A5191-4A22-51,松山區
A5190-4A21-51,中山區
A4857-4A21-52,中山區
A5208-4A51-01,中山區
A0284-4A21-51,內湖區
A0206-4A21-51,松山區
A2396-4A22-51,信義區
A5188-4A22-51,松山區
A3856-4A22-51,信義區
A5059-4A51-01,大安區
A0111-4A21-51,大安區
A5201-4A22-51,中正區
A5192-4A21-51,信義區
A0562-4A21-52,內湖區
A0480-4A21-52,內湖區
A5093-4A22-51,北投區
A4704-4A21-51,北投區
A5066-4A51-01,文山區
A5067-4A51-01,大安區
A5666-4A22-51,大安區
A5212-4A51-01,中正區
A3557-4A22-51,中正區
A5389-4A21-51,內湖區
A5206-4A22-51,信義區
A5217-4A22-51,內湖區
A5204-4A21-51,大安區
A5578-4A22-51,信義區
A5560-4A22-51,中正區
A4663-4A21-51,內湖區
A0556-4A21-56,大安區
A5070-4A22-51,中山區
A2357-4A21-51,士林區
A5039-4A22-51,中山區
A5215-4A22-51,士林區
A5225-4A22-51,內湖區
A5214-4A21-51,大同區
A5216-4A22-51,士林區
A1925-4A21-52,內湖區
A5229-4A51-01,文山區
A5213-4A21-51,中山區
A0215-4A21-51,內湖區
A5210-4A22-51,內湖區
A5220-4A51-01,中正區
A3586-4A21-51,大安區
A5233-4A22-51,南港區
A0271-4A21-51,松山區
A5223-4A22-51,大安區
A1970-4A21-51,中正區
A5241-4A22-51,大安區
A3405-4A21-51,中山區
A5240-4A51-01,北投區
A5222-4A51-01,北投區
A5235-4A22-51,信義區
A2546-4A21-51,內湖區
A3321-4A22-51,內湖區
A0101-4A22-51,南港區
A1297-4A21-51,松山區
A5218-4A22-51,大安區
A3659-4A21-51,松山區
A5242-4A51-01,南港區
A3219-4A21-51,大安區
A0104-4A21-51,大安區
A1716-4A22-51,內湖區
A3488-4A21-53,內湖區
A3465-4A21-51,內湖區
A5254-4A22-51,大同區
A5255-4A22-51,中山區
A5200-4A51-01,松山區
A5256-4A22-51,大安區
A0181-4A22-51,大安區
A0112-4A21-52,內湖區
A5209-4A21-51,內湖區
A4101-4A22-51,中山區
A1710-4A21-53,內湖區
A5268-4A22-51,信義區
A5271-4A22-51,大安區
A5224-4A51-01,信義區
A0919-4A22-51,中山區
A5263-4A51-01,大同區
A5150-4A21-51,北投區
A0221-4A22-51,中山區
A2022-4A21-52,內湖區
A1935-4A21-51,內湖區
A5230-4A51-01,大安區
A0268-4A22-51,中山區
A5284-4A51-01,中正區
A4446-4A51-02,士林區
A0217-4A22-51,中山區
A3308-4A22-51,中山區
A1361-4A21-51,北投區
A5276-4A51-01,中正區
A5282-4A51-01,萬華區
A5283-4A51-01,萬華區
A5251-4A22-51,松山區
A5557-4A21-51,中山區
A5291-4A22-51,中正區
A5290-4A22-51,中正區
A1332-4A21-52,松山區
A5170-4A51-01,內湖區
A5287-4A22-51,內湖區
A0053-4A22-51,松山區
A5250-4A21-51,中山區
A5181-4A22-51,中山區
A2239-4A21-51,內湖區
A0063-4A21-52,內湖區
A5303-4A51-01,內湖區
A0237-4A21-51,大安區
A5304-4A51-01,大安區
A0227-4A21-51,大同區
A5295-4A22-51,內湖區
A2004-4A21-51,內湖區
A1456-4A21-52,大安區
A0316-4A51-01,松山區
A0276-4A21-51,內湖區
A3447-4A22-51,北投區
A5637-4A22-51,松山區
A5313-4A22-51,中正區
A5294-4A22-51,松山區
A0779-4A22-51,北投區
A5162-4A51-01,松山區
A5159-4A51-01,松山區
A4944-4A22-51,松山區
A0787-4A21-52,南港區
A5316-4A51-01,中正區
A5299-4A22-51,中正區
A5319-4A22-51,大安區
A5320-4A51-51,大安區
A0242-4A21-51,大同區
A5312-4A22-51,信義區
A0030-4A21-52,內湖區
A5565-4A51-01,中山區
A1098-4A22-51,中山區
A5317-4A51-01,內湖區
A1244-4A22-51,中山區
A3398-4A22-51,中山區
A5315-4A22-51,大安區
A5324-4A21-51,信義區
A5327-4A22-51,大安區
A5298-4A22-51,中正區
A5325-4A22-51,內湖區
A5352-4A21-51,大安區
A5340-4A22-51,內湖區
A5329-4A21-51,大安區
A0488-4A21-52,松山區
A2518-4A22-51,中山區
A2055-4A21-51,中山區
A1992-4A21-51,內湖區
A5337-4A22-51,南港區
A5492-4A21-51,內湖區
A3338-4A22-51,信義區
A5335-4A22-51,內湖區
A0291-4A22-51,中山區
A5202-4A22-51,中正區
A5336-4A22-51,士林區
A5322-4A51-01,大安區
A5234-4A21-51,內湖區
A5318-4A21-51,中正區
A5333-4A22-51,大安區
A5328-4A21-51,中正區
A5332-4A22-51,大安區
A0274-4A21-52,信義區
A5339-4A22-51,萬華區
A5305-4A22-51,松山區
A5330-4A51-01,松山區
A5309-4A22-51,中山區
A5197-4A22-51,北投區
A5344-4A51-01,中山區
A5342-4A21-51,信義區
A3919-4A21-51,松山區
A3919-4A22-51,松山區
A5433-4A51-01,大同區
A5401-4A22-51,內湖區
A5252-4A21-51,中山區
A2740-4A21-51,大同區
A5351-4A51-01,內湖區
A5569-4A22-51,松山區
A3003-4A51-01,松山區
A3003-4A21-01,松山區
A0102-4A21-51,中山區
A5362-4A22-51,中山區
A1845-4A22-51,中正區
A2856-4A21-52,信義區
A5377-4A51-01,信義區
A1700-4A53-01,南港區
A5053-4A22-51,南港區
A5609-4A51-01,大同區
A5412-4A51-01,大同區
A5354-4A21-51,松山區
A5378-4A21-51,大安區
A5358-4A22-51,信義區
A5357-4A22-51,信義區
A5356-4A22-51,大安區
A0236-4A21-51,內湖區
A5185-4A22-51,士林區
A5394-4A51-01,大同區
A5385-4A51-01,內湖區
A0541-4A22-51,信義區
A5384-4A51-01,萬華區
A5409-4A22-51,內湖區
A5417-4A21-51,內湖區
A5415-4A22-51,信義區
A5423-4A22-51,中山區
A4004-4A22-51,信義區
A5429-4A22-51,南港區
A0842-4A21-51,中山區
A2179-4A21-51,南港區
A5413-4A22-51,大安區
A5451-4A22-51,內湖區
A5445-4A22-51,中正區
A5406-4A21-51,信義區
A5447-4A21-51,信義區
A5455-4A21-51,信義區
A1728-4A21-52,松山區
A0712-4A21-51,內湖區
NNH-4A21-71,內湖區
A5249-4A51-01,內湖區
A3150-4A51-01,信義區
A5411-4A51-01,文山區
A3488-4A21-54,內湖區
A2470-4A21-51,內湖區
A5397-4A51-01,士林區
A5457-4A51-01,士林區
A5469-4A22-51,中山區
A5421-4A21-51,信義區
A5452-4A21-51,內湖區
A5488-4A22-51,內湖區
A5475-4A21-51,大同區
A5454-4A51-01,文山區
A0252-4A21-51,中正區
A5388-4A21-51,文山區
A5464-4A21-51,內湖區
A0215-4A51-51,內湖區
A3261-4A22-51,松山區
A4431-4A51-01,中山區
A3674-4A21-51,內湖區
A2020-4A22-52,信義區
A5487-4A22-51,松山區
A3578-4A22-51,北投區
A5665-4A51-01,萬華區
A5663-4A21-51,南港區
A5496-4A21-51,松山區
A5400-4A22-51,北投區
A5438-4A22-51,士林區
A5508-4A21-51,內湖區
A5505-4A22-51,信義區
A5511-4A22-51,松山區
A5514-4A22-51,萬華區
A5518-4A21-52,內湖區
A5518-4A21-51,內湖區
A0586-4A22-51,松山區
A5461-4A22-51,大安區
A5498-4A22-51,大安區
A5520-4A22-51,大安區
A5522-4A22-51,大安區
A0880-4A21-51,大同區
NNH-4A21-72,內湖區
NNH-4A21-73,內湖區
A5524-4A51-51,信義區
A2286-4A51-01,信義區
A3658-4A22-51,松山區
A5586-4A22-51,大安區
A5588-4A21-51,松山區
A5570-4A21-52,內湖區
A5540-4A22-51,中正區
A5533-4A22-51,文山區
A2143-4A22-51,南港區
A0673-4A22-51,信義區
A1974-4A21-53,內湖區
A4733-4A22-51,南港區
A0223-4A51-51,內湖區
A0559-4A22-51,北投區
A5550-4A51-01,中山區
A4301-4A21-51,內湖區
A2199-4A22-51,大同區
A3118-4A22-51,大同區
A5541-4A22-51,中正區
A5553-4A21-51,大安區
A0277-4A21-52,信義區
A3871-4A22-51,士林區
A2778-4A22-51,士林區
A0196-4A21-51,中正區
A0167-4A22-51,中山區
A5512-4A21-51,內湖區
NNH-4A51-53,內湖區
A0700-4A22-52,大安區
A5571-4A21-51,南港區
A5226-4A51-01,內湖區
A5227-4A51-01,內湖區
A5228-4A51-01,內湖區
A5570-4A21-51,內湖區
A5580-4A22-51,中正區
A1610-4A21-51,中山區
A0090-4A22-51,中山區
A5543-4A21-51,信義區
A0320-4A21-51,內湖區
A5574-4A51-01,士林區
A5593-4A21-51,信義區
A0725-4A21-52,內湖區
A5278-4A51-01,內湖區
A5261-4A51-01,內湖區
A5259-4A51-01,內湖區
A5257-4A51-01,內湖區
A2847-4A21-51,內湖區
A5546-4A21-51,內湖區
A5599-4A21-51,信義區
A5583-4A21-51,信義區
A5595-4A21-51,中正區
A3198-4A51-51,內湖區
A5601-4A51-01,信義區
A0996-4A22-51,中山區
A5568-4A22-51,北投區
A2532-4A21-52,內湖區
A5605-4A21-51,松山區
A5566-4A51-01,大安區
A2421-4A22-52,內湖區
A5607-4A22-51,信義區
A5607-4A21-51,信義區
A3143-4A51-51,內湖區
A2421-4A51-51,內湖區
A1059-4A21-52,內湖區
A0631-4A21-52,內湖區
A5603-4A51-01,士林區
A4297-4A51-51,大安區
A5618-4A21-51,中正區
A1899-4A51-52,中正區
A5614-4A22-51,中山區
A5614-4A22-52,中山區
A5623-4A22-51,中山區
A5628-4A51-01,大同區
A5636-4A51-01,南港區
A5617-4A21-51,內湖區
A5604-4A53-01,南港區
A5641-4A22-51,大安區
A5633-4A51-01,內湖區
A5649-4A51-01,萬華區
A5387-4A21-51,南港區
A5634-4A22-51,大安區
A5653-4A22-51,中山區
A5643-4A22-51,南港區
A5531-4A21-56,中山區
A4747-4A21-51,士林區
A4747-4A21-52,士林區
A4747-4A21-53,士林區
A4747-4A21-54,士林區
A5658-4A51-01,南港區
A4624-4A21-52,信義區
A1083-4A51-01,內湖區
A1918-4A22-51,大同區
A5656-4A21-51,南港區
A4288-4A22-51,士林區
A5281-4A51-01,內湖區
A5672-4A22-51,信義區
A5685-4A22-51,信義區
A0712-4A21-52,內湖區
A0008-4A21-51,中山區
A5686-4A51-01,文山區
A5464-4A21-52,內湖區
A5688-4A22-51,大安區
A5687-4A51-01,北投區
A5689-4A22-51,大同區
A5682-4A21-51,中正區
A3481-4A21-51,信義區
A1716-4A22-52,內湖區
G0290-4A51-01,羅東鎮
G0122-4A21-01,羅東鎮
G0098-4A21-01,羅東鎮
G0091-4A51-01,宜蘭市
G0359-4A51-01,蘇澳鎮
G0175-4A51-01,羅東鎮
G0168-4A51-01,五結鄉
G0237-4A22-01,員山鄉
G0377-4A51-01,羅東鎮
G0221-4A51-01,羅東鎮
G0345-4A51-01,蘇澳鎮
G0162-4A51-01,蘇澳鎮
G0124-4A21-01,羅東鎮
G0118-4A21-01,蘇澳鎮
G0114-4A21-01,蘇澳鎮
G0220-4A51-01,蘇澳鎮
G0098-4A51-01,羅東鎮
G0043-4A51-01,宜蘭市
G0132-4A51-01,羅東鎮
G0070-4A21-01,宜蘭市
G0086-4A51-01,宜蘭市
G0111-4A21-01,蘇澳鎮
G0045-4A21-01,宜蘭市
G0074-4A21-01,宜蘭市
G0269-4A51-01,羅東鎮
G0368-4A21-51,宜蘭市
GYL-4A21-51,宜蘭市
G0288-4A51-01,南澳鄉
G0109-4A21-01,蘇澳鎮
G0330-4A51-01,宜蘭市
G0207-4A22-01,礁溪鄉
G0302-4A51-01,蘇澳鎮
G0301-4A51-01,蘇澳鎮
G0299-4A51-01,蘇澳鎮
G0121-4A21-01,羅東鎮
G0173-4A53-01,羅東鎮
G0108-4A21-01,冬山鄉
G0423-4A22-51,大同鄉
G0241-4A22-01,員山鄉
G0147-4A51-01,員山鄉
G0177-4A51-01,蘇澳鎮
G0157-4A21-01,壯圍鄉
G0234-4A22-01,蘇澳鎮
G0367-4A51-01,礁溪鄉
G0145-4A51-01,蘇澳鎮
G0099-4A21-01,五結鄉
G0094-4A21-01,羅東鎮
G0120-4A51-01,礁溪鄉
G0142-4A21-01,冬山鄉
G0068-4A51-01,冬山鄉
G0091-4A21-01,宜蘭市
G0019-4A21-01,宜蘭市
G0044-4A21-01,宜蘭市
G0142-4A51-01,冬山鄉
G0207-4A51-01,礁溪鄉
G0143-4A21-01,冬山鄉
G0080-4A51-01,宜蘭市
G0097-4A21-51,羅東鎮
G0095-4A51-01,羅東鎮
G0421-4A51-01,員山鄉
G0158-4A21-01,壯圍鄉
G0237-4A51-01,員山鄉
G0093-4A21-01,羅東鎮
G0068-4A21-01,冬山鄉
G0029-4A21-01,羅東鎮
G0331-4A51-01,宜蘭市
G0049-4A21-01,羅東鎮
G0027-4A21-01,羅東鎮
G0096-4A21-01,羅東鎮
G0035-4A21-01,羅東鎮
G0053-4A21-01,羅東鎮
G0095-4A21-01,羅東鎮
G0399-4A51-01,五結鄉
G0332-4A51-01,礁溪鄉
G0043-4A21-01,宜蘭市
G0028-4A21-01,宜蘭市
G0086-4A21-01,宜蘭市
G0020-4A21-01,宜蘭市
G0058-4A21-01,宜蘭市
G0051-4A21-01,宜蘭市
G0052-4A21-01,宜蘭市
G0078-4A21-01,宜蘭市
G0079-4A21-01,宜蘭市
G0077-4A21-01,宜蘭市
G0080-4A21-01,宜蘭市
G0076-4A21-01,宜蘭市
G0034-4A21-01,宜蘭市
G0076-4A51-01,宜蘭市
G0040-4A21-01,羅東鎮
G0050-4A21-01,羅東鎮
G0060-4A21-01,羅東鎮
G0067-4A21-01,五結鄉
G0100-4A21-01,五結鄉
G0101-4A21-01,五結鄉
G0176-4A21-01,礁溪鄉
G0093-4A51-01,羅東鎮
G0119-4A21-01,宜蘭市
G0171-4A21-01,宜蘭市
G0144-4A21-01,宜蘭市
G0120-4A21-01,礁溪鄉
G0256-4A22-01,冬山鄉
G0045-4A51-01,宜蘭市
G0083-4A21-01,礁溪鄉
G0172-4A21-01,礁溪鄉
G0104-4A21-01,礁溪鄉
G0069-4A21-01,礁溪鄉
G0085-4A21-01,礁溪鄉
G0088-4A21-01,礁溪鄉
G0084-4A21-01,礁溪鄉
G0073-4A21-01,礁溪鄉
G0397-4A51-01,三星鄉
G0140-4A21-01,冬山鄉
G0139-4A21-01,冬山鄉
G0138-4A21-01,冬山鄉
G0137-4A21-01,冬山鄉
