ne_id,division
F2370-4A51-01,淡水區
F2022-4A51-01,金山區
F2008-4A51-01,萬里區
F2754-4A51-01,三芝區
F1914-4A51-01,三芝區
F2181-4A51-01,淡水區
F2329-4A51-01,淡水區
F2299-4A51-01,石碇區
F2357-4A51-01,平溪區
F3099-4A51-01,平溪區
F2440-4A51-01,石碇區
F2252-4A51-01,三芝區
F2690-4A51-01,淡水區
F3348-4A51-01,三芝區
F2999-4A51-01,三芝區
F2246-4A51-01,石門區
F2426-4A51-01,淡水區
F0991-4A51-01,淡水區
F1693-4A51-01,淡水區
F3371-4A51-01,瑞芳區
F3339-4A51-01,雙溪區
F3332-4A51-01,貢寮區
F3354-4A51-01,汐止區
F3314-4A51-01,汐止區
F2835-4A51-01,汐止區
F0109-4A21-52,汐止區
F3752-4A22-51,汐止區
F3428-4A51-01,淡水區
F3429-4A51-01,淡水區
F3414-4A51-01,金山區
F3367-4A53-01,三芝區
F2995-4A51-01,石門區
F3810-4A51-01,石碇區
F3437-4A51-01,瑞芳區
F2247-4A53-01,瑞芳區
F3467-4A51-01,汐止區
F3468-4A51-01,汐止區
F3469-4A51-01,汐止區
F2054-4A53-01,瑞芳區
F3453-4A51-01,石碇區
F3427-4A51-01,貢寮區
F2059-4A53-01,瑞芳區
F2303-4A53-01,石碇區
F3476-4A51-01,萬里區
F3463-4A51-01,金山區
F3470-4A51-01,萬里區
F2353-4A22-51,雙溪區
F3483-4A51-01,三芝區
F3503-4A51-01,三芝區
F3495-4A51-01,三芝區
F3050-4A51-01,汐止區
F2493-4A53-01,汐止區
F2808-4A53-01,汐止區
F0368-4A53-01,汐止區
F0778-4A21-51,深坑區
F0300-4A21-51,汐止區
F1866-4A22-51,汐止區
F3527-4A22-51,汐止區
F3537-4A51-01,汐止區
F2990-4A21-51,汐止區
F3127-4A51-01,淡水區
F0753-4A21-51,汐止區
F1892-4A21-51,汐止區
F1278-4A51-01,汐止區
F0273-4A21-51,汐止區
F3089-4A22-01,汐止區
F3498-4A51-01,瑞芳區
F1907-4A51-01,石門區
F3576-4A51-01,萬里區
F1892-4A51-01,汐止區
F3577-4A51-01,淡水區
F3582-4A51-01,瑞芳區
F3561-4A21-51,汐止區
F3620-4A22-51,瑞芳區
F2487-4A51-01,三芝區
F3630-4A51-01,金山區
F3616-4A51-01,金山區
F3616-4A21-01,金山區
F2491-4A51-01,汐止區
F3641-4A22-51,淡水區
F3646-4A51-01,三芝區
F3652-4A22-51,汐止區
F3657-4A51-01,瑞芳區
F0028-4A51-01,汐止區
F3694-4A21-51,汐止區
F3713-4A51-01,汐止區
F3703-4A51-01,雙溪區
F3701-4A51-01,瑞芳區
F3741-4A51-01,貢寮區
F3732-4A22-51,汐止區
F3728-4A51-01,淡水區
F3749-4A51-01,貢寮區
F1865-4A21-51,汐止區
F1167-4A21-51,板橋區
F1167-4A21-52,板橋區
F3795-4A22-51,汐止區
F3818-4A22-51,萬里區
F3819-4A22-51,淡水區
F3800-4A51-01,淡水區
F3840-4A22-51,汐止區
F3843-4A22-51,汐止區
F3860-4A51-01,金山區
F3867-4A22-51,汐止區
F2755-4A51-01,汐止區
F3001-4A51-01,淡水區
F0046-4A22-52,汐止區
F0123-4A21-52,汐止區
F3878-4A22-51,汐止區
F3467-4A51-02,汐止區
K0728-4A51-01,泰安鄉
H2064-4A21-01,蘆竹區
H2327-4A51-01,蘆竹區
H0479-4A51-02,桃園區
H1843-4A51-02,龜山區
H3102-4A51-01,平鎮區
H2715-4A51-01,龜山區
H0145-4A21-01,桃園區
H2669-4A22-51,平鎮區
H0003-4A51-01,桃園區
H1086-4A51-02,桃園區
H0187-4A51-01,龜山區
H1767-4A51-01,桃園區
H0346-4A21-51,蘆竹區
H1464-4A22-51,八德區
H0442-4A53-01,大園區
H2411-4A53-01,中壢區
H1457-4A51-01,龍潭區
H0167-4A51-01,中壢區
H2378-4A51-01,中壢區
H0208-4A21-02,楊梅區
H2802-4A22-01,八德區
H1424-4A22-01,中壢區
H2547-4A51-01,中壢區
H2161-4A21-01,中壢區
H1668-4A21-01,龍潭區
H2719-4A51-01,八德區
H2449-4A51-01,大園區
H0472-4A51-01,大園區
H0416-4A51-01,楊梅區
H2478-4A51-01,龍潭區
H2160-4A51-01,中壢區
H1456-4A51-01,龍潭區
H3086-4A51-01,中壢區
H2355-4A22-01,中壢區
H2638-4A51-02,龜山區
H2362-4A51-02,龜山區
H1865-4A51-01,龜山區
H2557-4A51-01,龜山區
H1515-4A21-01,蘆竹區
H2639-4A51-01,龜山區
H2491-4A51-01,平鎮區
H1531-4A21-01,觀音區
H2485-4A51-01,中壢區
H1658-4A22-51,龜山區
H2001-4A51-01,觀音區
H1922-4A51-01,中壢區
H0562-4A22-51,龜山區
H3126-4A51-01,龜山區
H2874-4A51-01,中壢區
H2051-4A51-01,龍潭區
H1191-4A22-51,平鎮區
H1483-4A51-01,龜山區
H2007-4A21-01,大園區
H2285-4A22-51,桃園區
H2365-4A51-01,大溪區
H1706-4A51-01,大溪區
H2852-4A51-01,楊梅區
H2435-4A51-01,平鎮區
H2250-4A51-01,龜山區
H1198-4A22-51,蘆竹區
H1599-4A51-02,龜山區
H3019-4A51-01,復興區
H2263-4A22-01,龜山區
H0393-4A21-01,桃園區
H2211-4A51-01,八德區
H1514-4A21-01,桃園區
H1199-4A22-51,蘆竹區
H2452-4A22-01,平鎮區
H2148-4A51-01,觀音區
H2477-4A22-01,龜山區
H0107-4A21-01,桃園區
H2183-4A22-01,中壢區
H2584-4A21-51,蘆竹區
H0182-4A21-01,平鎮區
H2281-4A22-51,中壢區
H1517-4A51-01,大園區
H2364-4A51-01,平鎮區
H2160-4A21-01,中壢區
H1731-4A22-01,中壢區
H1588-4A21-01,中壢區
H1339-4A21-01,平鎮區
H2621-4A51-01,中壢區
H2503-4A22-01,龍潭區
H2213-4A51-01,大溪區
H2555-4A22-51,龜山區
H2650-4A51-01,楊梅區
H0289-4A22-01,龍潭區
H2600-4A22-51,龍潭區
H2845-4A51-01,中壢區
H2612-4A22-01,蘆竹區
H2152-4A51-01,蘆竹區
H1681-4A51-01,龍潭區
H2374-4A51-01,中壢區
H2237-4A51-01,新屋區
H1287-4A21-51,龜山區
H0355-4A51-01,平鎮區
H0571-4A51-01,大園區
H2015-4A22-01,大溪區
H0278-4A21-01,平鎮區
H2364-4A22-01,平鎮區
H2791-4A51-01,楊梅區
H1669-4A53-01,龜山區
H1706-4A21-01,大溪區
H1290-4A21-01,桃園區
H1319-4A21-01,蘆竹區
H0379-4A21-01,楊梅區
H2150-4A21-01,桃園區
H0426-4A22-01,大溪區
H1372-4A51-01,楊梅區
H1784-4A51-01,蘆竹區
H2939-4A51-01,中壢區
H1302-4A22-51,龜山區
H0442-4A21-01,大園區
H2618-4A51-01,龍潭區
H1870-4A51-01,大溪區
H0420-4A51-01,大溪區
H2425-4A51-01,大溪區
H2803-4A22-01,八德區
H1896-4A21-01,蘆竹區
H1819-4A51-01,大溪區
H1412-4A51-01,龍潭區
H3081-4A22-51,蘆竹區
H1744-4A21-01,蘆竹區
H1290-4A51-01,桃園區
H2740-4A51-01,中壢區
H0537-4A21-51,桃園區
H0369-4A21-01,桃園區
H2183-4A51-01,中壢區
H1465-4A21-01,龍潭區
H1596-4A21-51,中壢區
H2169-4A21-51,龍潭區
H1692-4A51-01,楊梅區
H1408-4A51-01,楊梅區
H1896-4A53-01,蘆竹區
H2700-4A51-01,中壢區
H2003-4A22-01,龍潭區
H0241-4A21-01,平鎮區
H1826-4A21-01,大園區
H1999-4A21-01,龍潭區
H3041-4A22-51,龜山區
H0579-4A51-01,中壢區
H2284-4A51-01,楊梅區
H2613-4A22-51,龍潭區
H2981-4A51-01,大園區
H3062-4A22-51,蘆竹區
H2441-4A22-01,八德區
H2087-4A21-01,平鎮區
H2044-4A51-01,楊梅區
H1633-4A21-01,桃園區
H2288-4A22-01,平鎮區
H2162-4A22-01,平鎮區
H2026-4A21-01,大園區
H1827-4A21-01,龍潭區
H2503-4A51-01,龍潭區
H2254-4A51-02,桃園區
H1233-4A51-01,中壢區
H2865-4A51-01,中壢區
H3063-4A51-01,桃園區
H2040-4A22-01,桃園區
H1861-4A51-01,中壢區
H2168-4A22-01,桃園區
H2013-4A22-01,蘆竹區
H1819-4A21-01,大溪區
H1329-4A51-01,中壢區
H1830-4A21-01,大溪區
H1615-4A21-01,中壢區
H0115-4A21-01,桃園區
H1579-4A51-01,八德區
H2215-4A22-01,桃園區
H1734-4A22-01,中壢區
H2357-4A22-01,龜山區
H1436-4A51-01,中壢區
H1190-4A22-51,桃園區
H2103-4A21-01,楊梅區
H1338-4A21-01,龍潭區
H1550-4A21-01,中壢區
H0193-4A21-01,龜山區
H0097-4A22-51,龜山區
H1843-4A21-01,龜山區
H2124-4A22-01,桃園區
H1735-4A51-02,中壢區
H1496-4A21-01,龍潭區
H2002-4A21-51,觀音區
H1862-4A21-01,龜山區
H1866-4A21-01,平鎮區
H1409-4A21-01,平鎮區
H1556-4A51-01,中壢區
H1518-4A21-51,龍潭區
H1141-4A51-01,平鎮區
H1945-4A51-01,龜山區
H2575-4A51-01,桃園區
H2168-4A51-01,桃園區
H2353-4A22-01,大園區
H0273-4A21-01,平鎮區
H2781-4A21-51,八德區
H2162-4A51-01,平鎮區
H0208-4A21-01,楊梅區
H0141-4A21-01,龜山區
H1720-4A21-01,桃園區
H1717-4A21-01,大溪區
H2474-4A51-01,觀音區
H1320-4A21-01,蘆竹區
H2390-4A22-01,蘆竹區
H1779-4A21-01,中壢區
H2476-4A22-01,桃園區
H1641-4A21-01,中壢區
H1642-4A21-01,楊梅區
H1813-4A21-01,楊梅區
H1606-4A21-01,平鎮區
H0269-4A21-01,桃園區
H0295-4A21-01,八德區
H0465-4A21-01,大園區
H1324-4A21-01,蘆竹區
H1363-4A21-01,蘆竹區
H1399-4A21-01,八德區
H1517-4A21-01,大園區
H1637-4A21-01,蘆竹區
H1683-4A21-01,大園區
H1695-4A21-01,大園區
H1714-4A21-01,蘆竹區
H1716-4A21-01,蘆竹區
H1719-4A21-01,大園區
H1778-4A21-01,蘆竹區
H1782-4A21-01,蘆竹區
H1784-4A21-01,蘆竹區
H1818-4A21-01,大園區
H0355-4A21-01,平鎮區
H1392-4A21-01,平鎮區
H1603-4A21-01,平鎮區
H1384-4A21-01,平鎮區
H2211-4A22-01,八德區
H1456-4A21-01,龍潭區
H2831-4A53-01,龍潭區
H1940-4A21-01,桃園區
H2034-4A51-01,蘆竹區
H1707-4A21-01,龜山區
H0262-4A21-01,桃園區
H2857-4A51-01,桃園區
H1730-4A21-01,中壢區
H1599-4A21-01,龜山區
H0188-4A21-01,龜山區
H0187-4A21-01,龜山區
H1325-4A21-01,八德區
H0105-4A21-01,桃園區
H0366-4A21-01,大溪區
H0109-4A21-01,桃園區
H1086-4A21-01,桃園區
H2290-4A51-01,中壢區
H1235-4A21-01,大園區
H1534-4A21-01,八德區
H1322-4A21-01,桃園區
H1295-4A21-01,桃園區
H1840-4A21-01,桃園區
H1842-4A21-01,桃園區
H0423-4A21-01,大溪區
H2011-4A51-01,平鎮區
H2546-4A22-51,龜山區
H0281-4A21-01,平鎮區
H2287-4A51-01,龍潭區
H1375-4A21-01,龍潭區
H1708-4A21-01,大溪區
H1709-4A21-01,大溪區
H1647-4A21-01,平鎮區
H2145-4A51-01,桃園區
H3043-4A51-01,桃園區
H0133-4A51-02,桃園區
H1437-4A21-01,龍潭區
H1859-4A21-01,八德區
H1141-4A21-01,平鎮區
H0340-4A21-01,八德區
H1997-4A21-01,八德區
H1188-4A21-51,中壢區
H2336-4A22-01,蘆竹區
H1746-4A53-01,蘆竹區
H1726-4A21-01,中壢區
H1790-4A21-01,中壢區
H1851-4A51-01,新屋區
H1454-4A21-01,中壢區
H0417-4A21-01,楊梅區
H1682-4A21-01,楊梅區
H1506-4A21-01,楊梅區
H0439-4A21-01,楊梅區
H1832-4A21-01,楊梅區
H1674-4A21-01,楊梅區
H0110-4A21-01,桃園區
H2416-4A51-01,桃園區
H0137-4A21-01,桃園區
H0181-4A21-01,平鎮區
H0910-4A21-01,中壢區
H1804-4A21-01,新屋區
H1802-4A21-01,新屋區
H0186-4A21-01,平鎮區
H1865-4A21-01,龜山區
H0271-4A21-01,平鎮區
H1870-4A21-01,大溪區
H0123-4A21-01,桃園區
H2469-4A22-01,龍潭區
H1579-4A21-01,八德區
H1775-4A21-01,八德區
H0285-4A21-52,桃園區
H2288-4A51-01,平鎮區
H0134-4A21-01,桃園區
H1291-4A21-01,桃園區
H1345-4A21-01,桃園區
H1903-4A21-01,大園區
H2878-4A51-01,大溪區
H1534-4A53-01,八德區
H0379-4A21-51,中壢區
H2368-4A22-01,大園區
H0571-4A21-01,大園區
H1441-4A51-01,龍潭區
H1409-4A51-01,平鎮區
H2482-4A53-01,八德區
H1121-4A21-01,中壢區
H1950-4A51-01,楊梅區
H1468-4A21-01,中壢區
H1469-4A21-01,中壢區
H2453-4A51-01,楊梅區
H1718-4A21-01,蘆竹區
H1318-4A21-01,蘆竹區
H1400-4A53-01,龍潭區
H1968-4A51-01,中壢區
H1958-4A21-01,龜山區
H1604-4A21-01,中壢區
H1977-4A21-01,桃園區
H1638-4A21-01,龜山區
H1942-4A21-01,龜山區
H1296-4A21-01,桃園區
H2052-4A21-01,蘆竹區
H0278-4A51-01,平鎮區
H0479-4A21-01,龜山區
H1888-4A21-51,龍潭區
H1976-4A21-01,桃園區
H1131-4A51-01,龜山區
H1598-4A21-01,龜山區
H1681-4A21-01,龍潭區
H2152-4A22-01,蘆竹區
H1236-4A21-01,桃園區
H1943-4A21-01,龜山區
H0160-4A21-01,中壢區
H2866-4A51-01,平鎮區
H2528-4A51-01,平鎮區
H2493-4A51-01,平鎮區
H2354-4A51-01,八德區
H2496-4A51-01,八德區
H0129-4A21-01,桃園區
H0014-4A51-01,桃園區
H1611-4A21-01,楊梅區
H0336-4A21-01,八德區
H1978-4A21-01,桃園區
H1446-4A21-01,平鎮區
H1769-4A21-01,桃園區
H0362-4A21-01,龍潭區
H2320-4A51-01,桃園區
H1342-4A21-01,中壢區
H2692-4A51-01,蘆竹區
H2763-4A51-01,中壢區
H1476-4A21-01,龜山區
H1907-4A21-01,蘆竹區
H2761-4A22-51,桃園區
H1583-4A21-01,桃園區
H1908-4A21-01,大溪區
H1630-4A21-01,平鎮區
H1498-4A21-01,平鎮區
H0183-4A21-01,平鎮區
H2759-4A51-01,龍潭區
H2419-4A22-01,大溪區
H0447-4A21-01,大園區
H1885-4A51-01,大溪區
HPZ-4A21-01,平鎮區
H1885-4A21-01,大溪區
H2754-4A22-51,龜山區
H1481-4A21-01,桃園區
H2426-4A51-01,平鎮區
H2363-4A51-01,平鎮區
H1311-4A21-01,桃園區
NNL-4A21-10,中壢區
H2232-4A51-01,龜山區
H1676-4A21-01,桃園區
H1919-4A21-01,平鎮區
H2518-4A22-01,桃園區
H0266-4A21-01,桃園區
H0141-4A51-02,龜山區
H2452-4A51-01,平鎮區
H1441-4A21-01,龍潭區
H2786-4A22-51,龜山區
H1568-4A21-01,中壢區
H2752-4A51-01,楊梅區
H2775-4A51-01,中壢區
H1910-4A21-51,觀音區
H1804-4A51-01,新屋區
H1767-4A21-01,桃園區
H1122-4A21-01,大溪區
H1304-4A21-01,大溪區
H1768-4A21-01,龍潭區
H1866-4A51-01,平鎮區
H1684-4A21-01,八德區
H1685-4A21-01,八德區
H1884-4A21-01,龍潭區
H1306-4A21-01,八德區
H3069-4A22-51,觀音區
H1500-4A21-01,平鎮區
H1607-4A21-01,平鎮區
H1602-4A21-01,平鎮區
H1444-4A21-01,平鎮區
H1567-4A21-01,平鎮區
H0196-4A21-01,龜山區
H1941-4A21-01,桃園區
H1737-4A21-01,桃園區
H1875-4A21-01,新屋區
H0361-4A21-01,龍潭區
H1613-4A21-01,平鎮區
H0281-4A51-01,平鎮區
H1331-4A21-01,桃園區
H1883-4A21-01,桃園區
H2016-4A21-01,大園區
H1452-4A21-01,平鎮區
H3027-4A51-01,觀音區
H0425-4A21-01,大溪區
H2460-4A51-01,桃園區
H1944-4A21-01,楊梅區
H1749-4A21-01,楊梅區
H1622-4A21-01,新屋區
H2805-4A51-01,中壢區
H1398-4A21-01,桃園區
H1881-4A21-01,龍潭區
H1473-4A21-01,中壢區
H1955-4A21-01,中壢區
H1362-4A21-01,楊梅區
H1742-4A21-01,龍潭區
H0416-4A21-01,楊梅區
H0438-4A21-01,楊梅區
H1934-4A21-01,楊梅區
H1950-4A21-01,楊梅區
H1957-4A21-01,楊梅區
H1980-4A21-01,楊梅區
H1933-4A21-01,楊梅區
H0431-4A21-01,大溪區
H0429-4A21-01,大溪區
H0421-4A21-01,大溪區
H0419-4A21-01,大溪區
H0575-4A21-01,大溪區
H0418-4A21-01,大溪區
H1360-4A21-01,大溪區
H1592-4A21-01,楊梅區
H0424-4A21-01,大溪區
H0277-4A21-01,平鎮區
H2691-4A51-01,龜山區
H2705-4A51-01,蘆竹區
H2070-4A51-02,大溪區
H0420-4A21-01,大溪區
H1636-4A51-01,龜山區
H1860-4A53-01,龍潭區
H2014-4A21-01,中壢區
H1623-4A21-01,中壢區
H2083-4A21-01,平鎮區
H1953-4A21-01,平鎮區
H2424-4A51-01,平鎮區
H1977-4A51-01,桃園區
H2337-4A51-01,桃園區
H0645-4A21-01,龜山區
H1627-4A21-01,龜山區
H2020-4A21-01,龜山區
H1528-4A21-01,平鎮區
H1891-4A21-01,蘆竹區
H0593-4A21-01,桃園區
H2056-4A21-01,中壢區
H2075-4A51-01,復興區
H1646-4A21-01,平鎮區
H0264-4A21-01,桃園區
H2846-4A51-01,桃園區
H2743-4A51-01,龜山區
H1368-4A22-51,龍潭區
H2790-4A51-01,平鎮區
H2027-4A21-01,桃園區
H1582-4A21-01,中壢區
H2012-4A21-01,中壢區
H1561-4A22-51,觀音區
H1662-4A21-01,中壢區
H2059-4A21-01,蘆竹區
H2049-4A51-02,八德區
H1616-4A21-01,中壢區
H0152-4A21-01,中壢區
H2747-4A22-51,桃園區
H1616-4A51-01,中壢區
H0645-4A51-01,龜山區
H2554-4A51-01,龍潭區
H2502-4A51-01,龍潭區
H1280-4A21-51,龜山區
H0490-4A22-51,平鎮區
H2127-4A21-01,中壢區
H2084-4A21-01,中壢區
H1690-4A22-01,中壢區
H2086-4A21-01,大溪區
H0575-4A51-02,大溪區
H2082-4A21-01,龍潭區
H1372-4A21-01,楊梅區
H2796-4A51-01,桃園區
H2538-4A53-01,龍潭區
H0897-4A21-01,楊梅區
NGS-4A21-51,龜山區
NNL-4A21-51,中壢區
H2049-4A21-01,八德區
H2050-4A22-01,八德區
NTY-4A21-51,桃園區
H2774-4A51-01,中壢區
H1630-4A51-01,平鎮區
H2712-4A51-01,平鎮區
H1987-4A21-51,中壢區
H2131-4A22-01,平鎮區
H0198-4A51-02,龜山區
H0150-4A51-02,桃園區
H0191-4A51-02,龜山區
H2811-4A51-01,桃園區
H2315-4A22-01,龜山區
NNL-4A21-11,中壢區
NNL-4A21-12,中壢區
H2310-4A51-02,八德區
H2567-4A51-01,蘆竹區
H2403-4A51-01,平鎮區
H2074-4A51-01,復興區
H2331-4A51-02,八德區
H3013-4A22-51,桃園區
H2723-4A51-01,桃園區
H2457-4A51-01,蘆竹區
H2998-4A22-51,桃園區
H1505-4A51-01,龍潭區
H1754-4A51-01,新屋區
H2753-4A22-51,龜山區
H2839-4A53-01,楊梅區
H1777-4A21-51,新屋區
H3090-4A51-01,龍潭區
H2386-4A51-01,楊梅區
H3064-4A22-51,中壢區
H2122-4A22-51,桃園區
H1811-4A21-01,中壢區
H1263-4A22-01,中壢區
H2299-4A22-51,八德區
H2197-4A22-01,中壢區
H2147-4A22-01,桃園區
H0600-4A22-51,中壢區
H3119-4A22-51,龍潭區
H2118-4A21-01,中壢區
H1182-4A22-51,楊梅區
H3109-4A51-01,中壢區
H1945-4A22-01,龜山區
H0179-4A51-01,中壢區
H1452-4A51-01,平鎮區
H2495-4A51-01,八德區
H1407-4A22-01,楊梅區
H2331-4A22-01,八德區
H3057-4A51-01,蘆竹區
H1654-4A21-51,大園區
H2210-4A22-01,平鎮區
H2212-4A22-01,八德區
H2098-4A51-01,蘆竹區
H2236-4A22-01,新屋區
H0383-4A21-51,龍潭區
H3118-4A22-51,平鎮區
H2213-4A22-01,大溪區
H1897-4A22-01,八德區
H1560-4A51-01,龍潭區
H2685-4A51-01,觀音區
H2167-4A22-01,蘆竹區
H1716-4A51-02,桃園區
H2176-4A22-01,平鎮區
H1821-4A22-51,中壢區
H2171-4A22-01,八德區
H3052-4A22-51,大園區
H2732-4A51-01,桃園區
H2795-4A51-01,桃園區
H2504-4A51-01,八德區
H1967-4A51-01,中壢區
H2264-4A22-01,龜山區
H2261-4A22-01,龜山區
H2772-4A51-01,楊梅區
H2259-4A22-01,龜山區
H2262-4A22-01,龜山區
H2230-4A22-01,中壢區
H3079-4A22-51,桃園區
H1763-4A51-01,八德區
H2260-4A22-01,龜山區
H2266-4A22-01,蘆竹區
H2265-4A22-01,蘆竹區
H1264-4A22-51,桃園區
H2224-4A22-01,楊梅區
H0014-4A21-51,桃園區
H2257-4A22-01,龍潭區
H1915-4A22-01,八德區
H2615-4A22-01,中壢區
H0115-4A51-04,桃園區
H2838-4A51-01,中壢區
H2573-4A22-01,蘆竹區
H2282-4A22-01,蘆竹區
H2464-4A51-01,平鎮區
H2297-4A22-01,桃園區
H1437-4A51-01,龍潭區
H1688-4A22-51,大園區
H1744-4A51-01,蘆竹區
H2310-4A22-01,八德區
H2340-4A22-01,八德區
H2903-4A21-51,龜山區
H3050-4A22-51,桃園區
H1204-4A22-51,八德區
H0331-4A51-01,八德區
H2890-4A22-51,龍潭區
H2286-4A22-01,中壢區
H2167-4A51-02,蘆竹區
H1891-4A51-02,蘆竹區
H2354-4A22-01,八德區
H2749-4A51-01,新屋區
H2337-4A22-01,桃園區
H2362-4A22-01,龜山區
H0445-4A51-01,大園區
H1324-4A51-01,八德區
H2311-4A22-01,平鎮區
H2405-4A22-01,大園區
H2406-4A22-01,大園區
H1705-4A51-01,中壢區
H0089-4A22-51,蘆竹區
H2855-4A51-01,平鎮區
H2296-4A22-51,觀音區
H1513-4A22-51,龜山區
H2320-4A22-01,桃園區
H0186-4A51-01,平鎮區
H1606-4A51-01,平鎮區
H3037-4A22-51,桃園區
H2323-4A22-01,龍潭區
H2139-4A22-01,平鎮區
H2397-4A22-51,桃園區
H2411-4A22-01,中壢區
H2386-4A22-01,楊梅區
H0242-4A21-51,平鎮區
H2426-4A22-01,平鎮區
H2578-4A22-51,中壢區
H2755-4A51-01,大園區
H2399-4A51-01,龍潭區
H1508-4A21-51,八德區
H2899-4A51-01,龜山區
H2466-4A51-01,平鎮區
H0277-4A51-01,平鎮區
H2381-4A22-01,桃園區
H0445-4A22-01,大園區
H2407-4A22-01,大園區
H2408-4A22-01,大園區
H2409-4A22-01,大園區
H2360-4A22-01,蘆竹區
H2415-4A22-01,龜山區
H2412-4A22-01,桃園區
H1527-4A22-51,桃園區
H2394-4A22-01,平鎮區
H2402-4A22-01,平鎮區
H2401-4A22-01,龍潭區
H3035-4A22-51,桃園區
H2369-4A22-01,桃園區
H2022-4A22-51,八德區
H2924-4A51-51,龜山區
H2463-4A22-51,龍潭區
H2824-4A51-01,大溪區
H1267-4A22-51,觀音區
H2663-4A51-01,桃園區
H1573-4A21-01,八德區
H2930-4A51-01,平鎮區
H2913-4A51-01,平鎮區
H2417-4A22-01,桃園區
H2392-4A22-01,桃園區
H2424-4A22-01,平鎮區
H1660-4A22-01,中壢區
H1233-4A22-01,中壢區
H2462-4A22-01,中壢區
H3026-4A51-01,中壢區
H3009-4A51-01,中壢區
H2418-4A22-51,蘆竹區
H2358-4A22-51,中壢區
H2474-4A22-51,觀音區
H2464-4A22-01,平鎮區
H2468-4A22-01,平鎮區
H2470-4A22-01,平鎮區
H1101-4A22-51,八德區
H2487-4A22-01,楊梅區
H2414-4A22-01,大園區
H1977-4A22-01,桃園區
H2483-4A22-01,大溪區
H2561-4A22-51,龍潭區
H1576-4A22-01,中壢區
H2460-4A22-01,桃園區
H2442-4A22-01,八德區
H2517-4A22-51,龜山區
H2571-4A22-51,龍潭區
H2459-4A22-01,桃園區
H2473-4A22-01,中壢區
H2917-4A53-01,龜山區
H2918-4A53-01,龜山區
H2467-4A22-01,龍潭區
H2481-4A22-01,桃園區
H2496-4A22-01,八德區
H2184-4A51-01,中壢區
H1955-4A51-01,中壢區
H2375-4A51-01,中壢區
H3042-4A51-01,桃園區
H2661-4A22-51,中壢區
H2563-4A22-01,中壢區
H2427-4A22-01,龍潭區
H1972-4A51-01,中壢區
H2566-4A21-51,大園區
H2535-4A22-51,中壢區
H2504-4A22-01,八德區
H0285-4A21-51,桃園區
H3045-4A51-01,龍潭區
H1622-4A51-01,新屋區
H2073-4A51-01,復興區
H2565-4A21-51,大園區
H2436-4A22-51,桃園區
H2572-4A22-51,蘆竹區
H2853-4A51-01,八德區
H2854-4A51-01,八德區
H2065-4A51-01,復興區
H1936-4A22-01,楊梅區
H3004-4A22-51,桃園區
H2415-4A51-01,龜山區
H2484-4A51-01,中壢區
H2934-4A51-01,大園區
H3089-4A51-01,蘆竹區
H3078-4A51-01,蘆竹區
H2489-4A22-01,龜山區
H2579-4A51-01,龜山區
H2965-4A51-01,龜山區
H1392-4A51-01,平鎮區
H2851-4A51-01,八德區
H2194-4A53-01,蘆竹區
H1665-4A22-51,龜山區
H2776-4A21-51,中壢區
H1857-4A51-01,觀音區
H1909-4A51-01,中壢區
H3088-4A51-01,中壢區
H1689-4A22-51,龜山區
H1882-4A51-02,龜山區
H1848-4A51-02,龜山區
H0241-4A22-51,平鎮區
H2863-4A51-01,中壢區
H2864-4A51-01,中壢區
H2626-4A21-51,龍潭區
H2502-4A22-01,龍潭區
H2594-4A22-01,大溪區
H2599-4A22-01,龍潭區
H2609-4A22-01,龍潭區
H1992-4A21-51,觀音區
H1354-4A22-51,桃園區
H1125-4A22-51,觀音區
H1552-4A22-51,中壢區
H2565-4A22-52,大園區
H2566-4A22-52,大園區
H0296-4A51-02,八德區
H0019-4A21-01,中壢區
H2871-4A51-01,中壢區
H1676-4A53-01,桃園區
H2519-4A51-01,中壢區
H2431-4A51-01,中壢區
H2556-4A22-01,大園區
H2031-4A53-01,蘆竹區
H3065-4A51-01,龜山區
H1838-4A51-02,蘆竹區
H2066-4A51-01,復興區
H0267-4A51-01,桃園區
H0219-4A51-01,桃園區
H2617-4A51-01,楊梅區
H0339-4A51-01,八德區
H1338-4A51-01,龍潭區
H1096-4A21-51,中壢區
H3077-4A21-51,觀音區
H1714-4A51-01,蘆竹區
H2260-4A51-01,龜山區
H1382-4A51-01,龜山區
H0485-4A21-51,平鎮區
H0204-4A51-01,蘆竹區
H0336-4A53-01,八德區
H3022-4A51-01,大園區
H3024-4A51-01,龜山區
H2315-4A51-01,龜山區
H2052-4A51-01,蘆竹區
H1637-4A51-01,蘆竹區
H1958-4A51-01,龜山區
H2442-4A51-01,八德區
H1451-4A51-01,中壢區
H1450-4A51-01,中壢區
H1953-4A51-01,平鎮區
H1498-4A51-01,平鎮區
H2289-4A51-01,平鎮區
H2083-4A51-01,平鎮區
H0160-4A51-01,中壢區
H1385-4A51-01,龜山區
H0361-4A51-01,龍潭區
H1618-4A22-51,桃園區
H0294-4A22-51,蘆竹區
H1976-4A51-01,桃園區
H2124-4A51-01,桃園區
H0139-4A51-01,龜山區
H0142-4A51-01,桃園區
H0634-4A51-01,桃園區
H2161-4A51-01,中壢區
H1453-4A51-01,中壢區
H2056-4A51-01,中壢區
H1424-4A51-01,中壢區
H2511-4A51-01,中壢區
H2509-4A51-01,中壢區
